temperature_2m,relative_humidity_2m,precipitation,windspeed_10m,weathercode,hour,is_daytime,feels_like_temp,day_of_week_encoded,weather_Clear,weather_Foggy,weather_Light Rain,weather_Mainly Clear,weather_Overcast,weather_Partly Cloudy,weather_Showers,weather_Unknown,temperature_2m_zscore,relative_humidity_2m_zscore,precipitation_zscore,windspeed_10m_zscore,feels_like_temp_zscore,temperature_2m_minmax,relative_humidity_2m_minmax,precipitation_minmax,windspeed_10m_minmax,feels_like_temp_minmax
20.257831325301208,59.484939759036145,0.0,16.8,2,12,1,18.6,5,False,False,False,False,False,True,False,False,5.817252659514562e-16,0.0,0.0,0.8835743606746264,0.06198312685241017,0.44849397590361456,0.4660126994464344,0.0,0.6531440162271805,0.4588134869825012
35.4,59.484939759036145,0.0,20.0,3,13,1,31.28,5,False,False,False,False,True,False,False,False,2.479395441274344,0.0,0.0,1.4417284272428654,2.794388510298879,0.9892857142857143,0.4660126994464344,0.0,0.7829614604462475,1.0
35.7,29.0,0.0,21.8,2,14,1,28.4,5,False,False,False,False,False,True,False,False,2.5285177729800505,-1.5401972208235983,0.0,1.7556900896875,2.1737790856675034,1.0000000000000002,0.05405405405405406,0.0,0.8559837728194727,0.8770806658130601
35.7,29.0,0.0,11.45,0,15,1,28.4,5,True,False,False,False,False,False,False,False,2.5285177729800505,-1.5401972208235983,0.0,-0.049589469369148924,2.1737790856675034,1.0000000000000002,0.05405405405405406,0.0,0.43610547667342797,0.8770806658130601
35.2,31.0,0.0,11.45,2,16,1,28.24,5,False,False,False,False,False,True,False,False,2.446647220137207,-1.439150787207664,0.0,-0.049589469369148924,2.139300784299094,0.9821428571428572,0.08108108108108114,0.0,0.43610547667342797,0.8702518139137858
34.6,34.0,0.0,25.349999999999998,3,17,1,28.11,5,False,False,False,False,True,False,False,False,2.3484025567257953,-1.2875811367837628,0.0,2.37489225728664,2.111287164437261,0.9607142857142859,0.12162162162162166,0.0,0.9999999999999999,0.8647033717456252
34.3,35.0,0.0,24.5,2,18,1,27.98,5,False,False,False,False,False,True,False,False,2.2992802250200888,-1.2370579199757958,0.0,2.226632583354452,2.0832735445754285,0.95,0.1351351351351352,0.0,0.9655172413793104,0.8591549295774648
32.6,41.0,0.0,22.2,3,19,1,27.27,5,False,False,False,False,True,False,False,False,2.0209203453544227,-0.9339186191279936,0.0,1.8254593480085297,1.9302760822531104,0.8892857142857145,0.21621621621621623,0.0,0.8722109533468559,0.8288518992744345
31.2,46.0,0.0,19.6,3,20,1,26.62,5,False,False,False,False,True,False,False,False,1.7916827973944613,-0.6813025350881582,0.0,1.3719591689218358,1.7902079829439463,0.8392857142857142,0.2837837837837839,0.0,0.7667342799188642,0.8011096884336322
29.9,52.0,0.0,14.1,3,21,0,26.08,5,False,False,False,False,True,False,False,False,1.578819360003069,-0.37816323424035586,0.0,0.41263186700767424,1.673843715825563,0.7928571428571429,0.3648648648648649,0.0,0.5436105476673428,0.7780623132735809
28.9,55.0,0.0,13.8,3,22,0,25.5,5,False,False,False,False,True,False,False,False,1.4150782543173828,-0.2265935838164547,0.0,0.360304923266902,1.5488598733650782,0.7571428571428571,0.4054054054054055,0.0,0.5314401622718053,0.753307725138711
28.2,56.0,0.0,13.2,3,23,0,25.0,5,False,False,False,False,True,False,False,False,1.3004594803374026,-0.17607036700848763,0.0,0.2556510357853569,1.441115181588798,0.7321428571428572,0.41891891891891897,0.0,0.5070993914807302,0.7319675629534785
27.5,58.0,0.0,12.6,3,0,0,24.56,6,False,False,False,False,True,False,False,False,1.1858407063574223,-0.0750239333925535,0.0,0.1509971483038121,1.3462998528256709,0.7071428571428571,0.44594594594594594,0.0,0.48275862068965514,0.7131882202304738
20.257831325301208,61.0,0.0,11.5,3,1,0,18.66,6,False,False,False,False,True,False,False,False,5.817252659514562e-16,0.07654571703134767,0.0,-0.040868312079020065,0.07491248986556354,0.44849397590361456,0.4864864864864865,0.0,0.4381338742393509,0.46137430644472904
25.7,59.484939759036145,0.0,11.2,3,2,0,23.16,6,False,False,False,False,True,False,False,False,0.8911067161231868,0.0,0.0,-0.09319525581979261,1.0446147158520862,0.6428571428571428,0.4660126994464344,0.0,0.42596348884381335,0.6534357661118224
25.2,67.0,0.0,10.9,3,3,0,23.19,6,False,False,False,False,True,False,False,False,0.8092361632803436,0.37968501787915004,0.0,-0.14552219956056486,1.0510793973586634,0.625,0.5675675675675677,0.0,0.4137931034482759,0.6547161758429365
25.2,64.0,0.0,11.6,3,4,0,23.01,6,False,False,False,False,True,False,False,False,0.8092361632803436,0.22811536745524885,0.0,-0.02342599749876265,1.0122913083192024,0.625,0.5270270270270271,0.0,0.4421906693711968,0.6470337174562528
24.3,66.0,0.0,11.5,3,5,0,22.36,6,False,False,False,False,True,False,False,False,0.6618691681632262,0.329161801071183,0.0,-0.040868312079020065,0.8722232090100377,0.592857142857143,0.5540540540540541,0.0,0.4381338742393509,0.6192915066154503
24.0,67.0,0.0,11.2,3,6,1,22.15,6,False,False,False,False,True,False,False,False,0.6127468364575201,0.37968501787915004,0.0,-0.09319525581979261,0.8269704384639998,0.5821428571428571,0.5675675675675677,0.0,0.42596348884381335,0.6103286384976525
24.9,63.0,0.0,11.4,2,7,1,22.69,6,False,False,False,False,False,True,False,False,0.7601138315746376,0.1775921506472818,0.0,-0.05831062665927748,0.9433347055823831,0.6142857142857143,0.5135135135135136,0.0,0.4340770791075051,0.6333760136577038
27.0,55.0,0.0,15.4,0,8,1,23.94,6,True,False,False,False,False,False,False,False,1.1039701535145792,-0.2265935838164547,0.0,0.6393819565510216,1.2126964350230838,0.6892857142857143,0.4054054054054055,0.0,0.5963488843813388,0.6867264191207854
20.257831325301208,44.0,0.0,17.7,0,9,1,17.96,6,True,False,False,False,False,False,False,False,5.817252659514562e-16,-0.7823489687040923,0.0,1.0405551918969433,-0.07593007862122875,0.44849397590361456,0.2567567567567568,0.0,0.689655172413793,0.43149807938540335
30.6,42.0,0.0,17.9,0,10,1,25.82,6,True,False,False,False,False,False,False,False,1.69343813398305,-0.8833954023200264,0.0,1.0754398210574583,1.6178164761018976,0.8178571428571428,0.22972972972972971,0.0,0.6977687626774848,0.76696542893726
31.7,40.0,0.0,17.7,0,11,1,26.49,6,True,False,False,False,False,False,False,False,1.8735533502373045,-0.9844418359359606,0.0,1.0405551918969433,1.7621943630821129,0.8571428571428572,0.20270270270270274,0.0,0.689655172413793,0.7955612462654715
20.257831325301208,36.0,0.0,17.1,0,12,1,17.63,6,True,False,False,False,False,False,False,False,5.817252659514562e-16,-1.1865347031678288,0.0,0.9359013044153989,-0.14704157519357416,0.44849397590361456,0.14864864864864868,0.0,0.6653144016227182,0.41741357234314974
34.2,32.0,0.0,18.0,0,13,1,27.62,6,True,False,False,False,False,False,False,False,2.282906114451521,-1.388627570399697,0.0,1.0928821356377159,2.005697366496507,0.9464285714285716,0.09459459459459463,0.0,0.7018255578093306,0.8437900128040974
34.7,31.0,0.0,11.45,0,14,1,27.88,6,True,False,False,False,False,False,False,False,2.364776667294364,-1.439150787207664,0.0,-0.049589469369148924,2.061724606220172,0.9642857142857144,0.08108108108108114,0.0,0.43610547667342797,0.8548868971404182
35.2,30.0,0.0,17.3,0,15,1,28.14,6,True,False,False,False,False,False,False,False,2.446647220137207,-1.489674004015631,0.0,0.9707859335759137,2.1177518459438383,0.9821428571428572,0.0675675675675676,0.0,0.6734279918864098,0.8659837814767393
32.5,40.0,0.0,25.349999999999998,2,16,1,27.1,6,False,False,False,False,False,True,False,False,2.004546234785854,-0.9844418359359606,0.0,2.37489225728664,1.8936428870491755,0.8857142857142857,0.20270270270270274,0.0,0.9999999999999999,0.8215962441314555
30.9,46.0,0.0,20.1,0,17,1,26.39,6,True,False,False,False,False,False,False,False,1.7425604656887554,-0.6813025350881582,0.0,1.4591707418231232,1.7406454247268572,0.8285714285714285,0.2837837837837839,0.0,0.7870182555780934,0.7912932138284252
30.5,47.0,0.0,24.2,0,18,1,26.15,6,True,False,False,False,False,False,False,False,1.6770640234144811,-0.6307793182801912,0.0,2.1743056396136793,1.6889279726742423,0.8142857142857143,0.29729729729729737,0.0,0.9533468559837728,0.7810499359795133
